Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified,texto_fuente_estricto,label_cervecero_estricto,label_final,label_justificacion
1580.319,Lactobacillus brevis strain NBRC 12005,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,NBRC 12005,,,,,,,,,,,,,,,,,NBRC:12005,,,Good,2019-06-13T00:00:00Z,,,PRJDB6017,SAMD00097152,GCA_006538905.1,,BJLZ00000000,National Institute of Technology and Evaluation,WGS,Illumina HiSeq 1000,160x,newbler v. 3.0,,,117,2374280,45.840927,9.0,80129.0,39.0,3.0,,2419,96.99,95.9,0.24,99.29,,,,,,,,,,,,,,,,,,,,,,,,"The NBRC Whole Genome Shotgun Project aims to provide ""reference genomes"" of NBRC culture collection strains for identifying useful genes for taxonomic classification, risk/safety assessment, and industrial application, and for understanding the structure and evolution of microbial genomes. One of our goals is to sequence 2,000 representative strains in the NBRC culture collection. The sequence information will be released to the society through the NBRC web site (http://www.nite.go.jp/en/nbrc/genome/index.html) and DDBJ/EMBL/GenBank databases.",2019-09-30T12:50:45.413Z,2019-09-30T12:50:45.413Z, | ,False,False,
1580.320,Lactobacillus brevis strain NBRC 13110,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,NBRC 13110,,,,,,,,,,,,,,,,,NBRC:13110,,,Good,2019-06-13T00:00:00Z,,,PRJDB6018,SAMD00097231,GCA_006539265.1,,BJMR00000000,National Institute of Technology and Evaluation,WGS,Illumina HiSeq 1000,238x,newbler v. 3.0,,,112,2419096,45.92943,12.0,60603.0,42.0,3.0,,2519,97.05,95.9,,99.29,,,,,,,,,,,,,,,,,,,,,,,,"The NBRC Whole Genome Shotgun Project aims to provide ""reference genomes"" of NBRC culture collection strains for identifying useful genes for taxonomic classification, risk/safety assessment, and industrial application, and for understanding the structure and evolution of microbial genomes. One of our goals is to sequence 2,000 representative strains in the NBRC culture collection. The sequence information will be released to the society through the NBRC web site (http://www.nite.go.jp/en/nbrc/genome/index.html) and DDBJ/EMBL/GenBank databases.",2019-09-30T12:57:20.485Z,2019-09-30T12:57:20.485Z, | ,False,False,
1580.321,Lactobacillus brevis strain MGYG-HGUT-02380,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,MGYG-HGUT-02380,,,,,,,,,,,,,,,,,,,,Good,2019-08-12T00:00:00Z,,,PRJEB33885,SAMEA5851884,GCA_902386565.1,,CABMJF000000000,EMG,WGS,,,,,,138,2621559,45.46806,13.0,62057.0,68.0,3.0,,2818,96.75,95.18,1.4,99.29,,human gut,,,,,Russia,,,,Europe,Russia,,,,,,,,,,,,"Comprehensive reference data is essential for accurate taxonomic and functional characterisation of the human gut microbiome. Here we present the Unified Human Gastrointestinal Genome (UHGG) collection, a resource combining 286,997 genomes representing 4,644 prokaryotic species from the human gut. These genomes contain over 625 million protein sequences used to generate the Unified Human Gastrointestinal Protein (UHGP) catalogue, a collection that more than doubles the number of gut protein clusters over the Integrated Gene Catalogue. We find that a large portion of the human gut microbiome remains to be fully explored, with over 70% of the UHGG species lacking cultured representatives, and 40% of the UHGP missing meaningful functional annotations. Intra-species genomic variation analyses revealed a large reservoir of accessory genes and single-nucleotide variants, many of which were specific to individual human populations. These freely available genomic resources should greatly facilitate investigations into the human gut microbiome.",2019-10-03T14:42:42.589Z,2019-10-03T14:42:42.589Z,human gut | ,False,False,
1580.339,Lactobacillus brevis strain LB_AVK,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,LB_AVK,,,,,,,,,,,,,,,,,,,,Good,2019-12-11T00:00:00Z,,,PRJNA587694,SAMN13198567,GCA_009741845.1,,WPCP00000000,"Kingston University London, United Kingdom",WGS,IonTorrent,63.8x,SPAdes v. 3.1.0,,,37,2381065,45.99597,4.0,244464.0,63.0,4.0,,2496,97.05,95.48,2.53,99.29,,dairy product,,,,,,,,,,,,,,,,,,,,,sample_type:cell culture,Draft genome sequuence of L. brevis AVK,2019-12-31T21:10:20.614Z,2019-12-31T21:10:20.614Z,dairy product | ,False,False,
1580.369,Lactobacillus brevis strain BIO5542,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,BIO5542,,,,,,,,,,,,,,,,,,,,Good,2020-06-02T00:00:00Z,,,PRJNA574342,SAMN14848235,GCA_013249075.1,,JABRBT000000000,Bioprox,WGS,Illumina Hiseq,658x,SPAdes v. 3.13.1,,,61,2347105,45.965305,7.0,121711.0,63.0,4.0,,2392,97.05,96.32,,99.29,,Baking leaven,,,,,,,,,,,,,,,,,,,,,sample_type:whole organism,Investigation of probiotic properties of different lactic acid bacteria,2020-07-01T03:13:16.388Z,2020-07-01T03:13:16.388Z,baking leaven | ,False,False,
1580.393,Lactobacillus brevis strain NSMJ23,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,NSMJ23,,,,,,,,,,,,,,,,,,,,Poor,2020-10-21T00:00:00Z,,,PRJNA614607,SAMN14433864,GCA_014905055.1,,"CP050541,CP050542,CP050543,CP050544,CP050545,CP050546,CP050547,CP050548",Nakdonggang National Institute of Biological Resources,Complete,PacBio RSII; Illumina HiSeq,332.0x,Canu v. v1.7,,7.0,8,2616331,45.593697,1.0,2389998.0,66.0,5.0,,2650,90.17,89.45,1.17,65.72,Low PLfam CDS ratio,Makgeolli (Korean traditional alcoholic beverage),,2018-05,2018.0,,South Korea,,,,Asia,South Korea: Sangju,,,,,,,,,,,sample_type:Single cell,"Complete genome sequence of Lactobacillus brevis strain NSMJ23, isolated from makgeolli, a traditional Korean alcoholic beverage",2020-11-29T20:42:46.838Z,2020-11-29T20:42:46.838Z,makgeolli (korean traditional alcoholic beverage) | ,False,False,
1580.394,Lactobacillus brevis strain HQ1-1,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,HQ1-1,,,,,,,,,,,,,,,,,,,,Good,2020-11-05T00:00:00Z,,,PRJNA592416,SAMN13425666,GCA_015238595.1,,"CP046631,CP046632,CP046633,CP046634,CP046635,CP046636,CP046637,CP046638",Inner Mongolia Academy of Agricultural and Animal Husbandry Sciences,Complete,PacBio Sequel,580.0x,FALCON v. 0.3,,7.0,8,2601702,45.693222,1.0,2376708.0,66.0,5.0,,2676,97.05,96.14,0.24,99.29,,Traditional dairy products,,2019-04,2019.0,,China,,,,Asia,China: Inner Mongolia,,,,,,,,,,,sample_type:Bacteria whole organism,To explore the genome of Lactobacillus brevis,2020-11-30T05:37:59.082Z,2020-11-30T05:37:59.082Z,traditional dairy products | ,False,False,
1580.421,Levilactobacillus brevis strain Dm-2019-67,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,Dm-2019-67,,,,,,,,,,,,,,,,,,,,Poor,2021-05-04T00:00:00Z,,,PRJNA687492,SAMN17146145,GCA_018257185.1,,JAERKH000000000,Cornell University,WGS,Illumina NextSeq,704.5132562955333x,SPAdes v. 3.11.1,,,71,2796030,45.21044,7.0,159197.0,60.0,3.0,,2904,96.81,95.72,,99.29,Low PLfam CDS ratio,Kitchen E,,2019,2019.0,,USA,New York,,,North America,"USA: Ithaca, NY",,Drosophila melanogaster,Fruit Fly,,,,Insect,,,,sample_type:Isolated pure culture,"The metabolic capability of microorganisms can be inferred from genome sequence data but metagenomics and related -omics methods, widely used to study complex microbial communities, including microbiomes in animal guts, have limited capacity to assign specific metabolic functions to specific taxa. Our analysis of the genome sequence of bacterial isolates from the gut microbiome of Drosophila fruit flies was to identify how well bacterial taxonomy predicted metabolic functions. The assignment, in this study, of function to taxon for members of a complex gut microbiome provides the basis for future studies on ecology and evolution of bacterial metabolism in gut microbiomes.",2021-06-02T20:40:20.514Z,2021-06-02T20:40:20.514Z,kitchen e | ,False,False,
1580.422,Levilactobacillus brevis strain Dm-2019-57,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,Dm-2019-57,,,,,,,,,,,,,,,,,,,,Poor,2021-05-04T00:00:00Z,,,PRJNA687492,SAMN17146142,GCA_018257295.1,,JAERKE000000000,Cornell University,WGS,Illumina NextSeq,1128.210540711037x,SPAdes v. 3.11.1,,,53,2720196,45.193325,8.0,119292.0,58.0,3.0,,2874,96.93,96.02,,99.29,Low PLfam CDS ratio,Apple dumpster,,2019,2019.0,,USA,New York,,,North America,"USA: Ithaca, NY",,Drosophila melanogaster,Fruit Fly,,,,Insect,,,,sample_type:Isolated pure culture,"The metabolic capability of microorganisms can be inferred from genome sequence data but metagenomics and related -omics methods, widely used to study complex microbial communities, including microbiomes in animal guts, have limited capacity to assign specific metabolic functions to specific taxa. Our analysis of the genome sequence of bacterial isolates from the gut microbiome of Drosophila fruit flies was to identify how well bacterial taxonomy predicted metabolic functions. The assignment, in this study, of function to taxon for members of a complex gut microbiome provides the basis for future studies on ecology and evolution of bacterial metabolism in gut microbiomes.",2021-06-02T20:43:30.725Z,2021-06-02T20:43:30.725Z,apple dumpster | ,False,False,
1580.423,Levilactobacillus brevis strain Dm-2019-70,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,Dm-2019-70,,,,,,,,,,,,,,,,,,,,Poor,2021-05-04T00:00:00Z,,,PRJNA687492,SAMN17146143,GCA_018257245.1,,JAERKF000000000,Cornell University,WGS,Illumina NextSeq,786.6455376693866x,SPAdes v. 3.11.1,,,64,2798997,45.202312,7.0,159197.0,60.0,3.0,,2903,96.81,95.72,,99.29,Low PLfam CDS ratio,Kitchen E,,2019,2019.0,,USA,New York,,,North America,"USA: Ithaca, NY",,Drosophila melanogaster,Fruit Fly,,,,Insect,,,,sample_type:Isolated pure culture,"The metabolic capability of microorganisms can be inferred from genome sequence data but metagenomics and related -omics methods, widely used to study complex microbial communities, including microbiomes in animal guts, have limited capacity to assign specific metabolic functions to specific taxa. Our analysis of the genome sequence of bacterial isolates from the gut microbiome of Drosophila fruit flies was to identify how well bacterial taxonomy predicted metabolic functions. The assignment, in this study, of function to taxon for members of a complex gut microbiome provides the basis for future studies on ecology and evolution of bacterial metabolism in gut microbiomes.",2021-06-02T20:43:34.539Z,2021-06-02T20:43:34.539Z,kitchen e | ,False,False,
1580.424,Levilactobacillus brevis strain Dm-2019-31,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,Dm-2019-31,,,,,,,,,,,,,,,,,,,,Poor,2021-05-04T00:00:00Z,,,PRJNA687492,SAMN17146141,GCA_018257275.1,,JAERKD000000000,Cornell University,WGS,Illumina NextSeq,593.5827503289491x,SPAdes v. 3.11.1,,,46,2709385,45.39255,6.0,175200.0,57.0,3.0,,2749,96.87,95.72,,99.29,Low PLfam CDS ratio,Apple dumpster,,2019,2019.0,,USA,New York,,,North America,"USA: Ithaca, NY",,Drosophila melanogaster,Fruit Fly,,,,Insect,,,,sample_type:Isolated pure culture,"The metabolic capability of microorganisms can be inferred from genome sequence data but metagenomics and related -omics methods, widely used to study complex microbial communities, including microbiomes in animal guts, have limited capacity to assign specific metabolic functions to specific taxa. Our analysis of the genome sequence of bacterial isolates from the gut microbiome of Drosophila fruit flies was to identify how well bacterial taxonomy predicted metabolic functions. The assignment, in this study, of function to taxon for members of a complex gut microbiome provides the basis for future studies on ecology and evolution of bacterial metabolism in gut microbiomes.",2021-06-02T20:43:35.435Z,2021-06-02T20:43:35.435Z,apple dumpster | ,False,False,
1580.425,Levilactobacillus brevis strain Dm-2019-10,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,Dm-2019-10,,,,,,,,,,,,,,,,,,,,Poor,2021-05-04T00:00:00Z,,,PRJNA687492,SAMN17146144,GCA_018257235.1,,JAERKG000000000,Cornell University,WGS,Illumina NextSeq,724.9235362051917x,SPAdes v. 3.11.1,,,40,2649620,45.379738,6.0,136007.0,48.0,3.0,,2749,97.05,96.14,,99.29,Low PLfam CDS ratio,Apple dumpster,,2019,2019.0,,USA,New York,,,North America,"USA: Ithaca, NY",,Drosophila melanogaster,Fruit Fly,,,,Insect,,,,sample_type:Isolated pure culture,"The metabolic capability of microorganisms can be inferred from genome sequence data but metagenomics and related -omics methods, widely used to study complex microbial communities, including microbiomes in animal guts, have limited capacity to assign specific metabolic functions to specific taxa. Our analysis of the genome sequence of bacterial isolates from the gut microbiome of Drosophila fruit flies was to identify how well bacterial taxonomy predicted metabolic functions. The assignment, in this study, of function to taxon for members of a complex gut microbiome provides the basis for future studies on ecology and evolution of bacterial metabolism in gut microbiomes.",2021-06-02T20:43:33.438Z,2021-06-02T20:43:33.438Z,apple dumpster | ,False,False,
1580.426,Levilactobacillus brevis strain LBH1073,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,LBH1073,,,,,,,,,,,,,,,,,,,,Poor,1900-01-01T00:00:00Z,,,PRJNA698472,SAMN17720480,GCA_018588725.1,,JAFDOK000000000,INRAE,WGS,Illumina MiSeq,770.0x,SPAdes v. NOV-2020,,,45,2717785,45.45573,5.0,239588.0,60.0,3.0,,2808,96.62,95.54,,99.29,Low PLfam CDS ratio,traditional fermented Mexican beverage named pulque,isolated from a traditional fermented Mexican beverage named pulque,2013-05,2013.0,,Mexico,,,,North America,Mexico,,Agave salmiana,,,,,,,,,,"The novel bacterial strain, Lactobacillus brevis strain LBH1073, was isolated from a traditional fermented Mexican beverage named pulque.",2021-06-03T11:39:19.562Z,2021-06-03T11:39:19.562Z,traditional fermented mexican beverage named pulque | ,False,False,
1580.427,Levilactobacillus brevis strain MCC633,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,MCC633,,,,,,,,,,,,,,,,,,,,Poor,2021-06-08T00:00:00Z,33993839,,PRJNA548918,SAMN12147412,GCA_018784425.1,,WQOG00000000,University College Cork,WGS,Illumina HiSeq,155.951x,Velvet v. 1.2.10,,,244,2568738,45.724545,19.0,42925.0,63.0,2.0,,2726,96.81,95.54,0.24,99.05,Low PLfam CDS ratio,feces,isolated from healthy members of the elderly community and screened for potentially dangerous properties such as virulence and antibiotic resistance,,,,Ireland,,,,Europe,Ireland,,Homo sapiens,Human,,,,Human,,,,,"One hundred bacterial strains were isolated from healthy members of the elderly community and screened for potentially dangerous properties such as virulence and antibiotic resistance. These strains were tested for their ability to persist and multiply in an artificial gut model with the intention of eventually introducing this microbial community into the gastro-intestinal tracts of frail, elderly individuals . The goal is to improve the gut health of these individuals and also improve general health since microbial diversity has been linked to many health factors including frailty.",2021-06-26T02:59:44.703Z,2021-06-26T02:59:44.703Z,feces | ,False,False,
1580.428,Levilactobacillus brevis strain SPC-SNU 70-2,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,Complete,SPC-SNU 70-2,,,,,,,,,,,,,,,,,,,,Poor,2021-06-09T00:00:00Z,,,PRJNA732264,SAMN19315055,GCA_018798865.1,,"CP076343,CP076342,CP076341,CP076340",Chungbuk National University,Complete,PacBio RSII; Illumina MiSeq,852.0x,HGAP v. may-2021,,3.0,4,2440372,45.99553,1.0,2325058.0,70.0,15.0,,2500,97.05,96.26,,99.29,Low PLfam CDS ratio,Nuruk,,2021-03-05,2021.0,,South Korea,,,,Asia,South Korea: Seoul,,,,,,,,,,,sample_type:single cell,sourdough fermentation,2021-06-26T03:26:24.844Z,2021-06-26T03:26:24.844Z,nuruk | ,False,False,
1580.429,Levilactobacillus brevis strain N38,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,N38,,,,,,,,,,,,,,,,,,,,Poor,2021-06-16T00:00:00Z,,,PRJNA733006,SAMN19374075,GCA_018916925.1,,JAHLNP000000000,The Institute of Microbiology of the Chinese Academy of Sciences,WGS,Illumina,99x,SPAdes v. 3.9.0,,,68,2510684,45.705395,7.0,121736.0,64.0,7.0,,2635,96.81,95.72,0.24,99.29,Low PLfam CDS ratio,feces,,2019-08,2019.0,,China,,,,Asia,China: Suzhou,,Macaca fascicularis,Macaque,,,,Nonhuman Mammal,,,,sample_type:cell culture,"An open access Macaca fascicularis Gut Microbial Biobank (MfGMB) were constructed by large-scale isolation and cultivation of intestinal microbes from monkeys' feces. A total of 275 isolates representing 97 different taxa from 25 families and 4 phyla were included in MfGMB and deposited in International Depository Authority (IDA)- the China General Microbiological Culture Collection Center (CGMCC) for long-term preservation and public use worldwide. The strain identities, genomic accessions and basic taxonomic information of known species were available in the webpage. Moreover, based on phylogenetic analysis, physiological characterization and genome sequencing, 32 new species including one novel family and 13 novel genera were recognized and denominated following ICNP rules. Detailed genomic, taxonomic and biological descriptions of the 32 new species were also provided in the webpage.Taxa 97: genus 65, family 25, phylum 4",2021-06-26T10:40:35.988Z,2021-06-26T10:40:35.988Z,feces | ,False,False,
1580.431,Levilactobacillus brevis strain 14.2.10,,1580,131567;2;1783272;1239;91061;186826;33958;2767886;1580,cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus;Levilactobacillus brevis,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,Levilactobacillus brevis,WGS,14.2.10,,,,,,,,,,,,,,,,,,,,Poor,1900-01-01T00:00:00Z,,,PRJNA674638,SAMN18988756,GCA_018991505.1,,JAGXCC000000000,USDA Agricultural Research Service,WGS,Illumina,237.321x,unicycler v. APR-2021,,,205,2601264,45.45448,24.0,36176.0,53.0,3.0,,2787,96.87,95.66,0.7,99.29,Low PLfam CDS ratio,cucumber fermentation brine,derived from cucumber fermentation,2010-09-21,2010.0,,USA,Minnesota,,,North America,"USA: Chaska, MN",,,,,,,,,,,sample_type:isolate,A collection of sequences from isolates derived from cucumber fermentation.,2021-06-26T10:53:12.522Z,2021-06-26T10:53:12.522Z,cucumber fermentation brine | ,False,False,
